video_id,category,purpose_tag,stroke_label,duration_sec,kick_frequency,kick_ratio,stroke_cycle_hz,detection_rate,l_elbow_angle_mean,l_elbow_angle_std,l_elbow_angle_min,r_elbow_angle_mean,r_elbow_angle_std,r_elbow_angle_min,l_shoulder_angle_mean,l_shoulder_angle_std,l_shoulder_angle_min,r_shoulder_angle_mean,r_shoulder_angle_std,r_shoulder_angle_min,head_angle_mean,head_angle_std,head_angle_min,head_v_angle_mean,head_v_angle_std,head_v_angle_min,hip_angle_mean,hip_angle_std,hip_angle_min,body_roll_mean,body_roll_std,body_roll_min,body_roll_deg_mean,body_roll_deg_std,body_roll_deg_min,hip_roll_mean,hip_roll_std,hip_roll_min,elbow_symmetry_mean,elbow_symmetry_std,elbow_symmetry_min,shoulder_symmetry_mean,shoulder_symmetry_std,shoulder_symmetry_min,entry_angle_mean,entry_angle_std,entry_angle_min,streamline_width_mean,streamline_width_std,streamline_width_min,shoulder_width_mean,shoulder_width_std,shoulder_width_min,norm_l_wrist_x_mean,norm_l_wrist_x_std,norm_l_wrist_x_min,norm_r_wrist_x_mean,norm_r_wrist_x_std,norm_r_wrist_x_min,norm_l_wrist_y_mean,norm_l_wrist_y_std,norm_l_wrist_y_min,norm_r_wrist_y_mean,norm_r_wrist_y_std,norm_r_wrist_y_min,l_ankle_roll_std5_mean,l_ankle_roll_std5_std,l_ankle_roll_std5_min,r_ankle_roll_std5_mean,r_ankle_roll_std5_std,r_ankle_roll_std5_min
Caeleb Dressel makes history with record 17.63 swim in 50 free at NCAA championships ｜ ESPN.mp4,competition_freestyle,competition,freestyle,35.7,0.448,0.1209,0.421,0.364,126.3441,47.5881,9.19,116.9909,49.2286,3.35,40.904,30.3545,0.79,40.7803,33.6348,1.28,67.1338,48.9412,5.0,26.9968,21.8227,0.15,108.0518,60.3688,1.79,0.0261,0.0254,0.0001,50.532,29.2667,0.61,0.0155,0.0128,0.0001,36.6467,35.9694,0.25,21.7646,19.4906,0.01,0.0924,0.0772,0.0008,0.0355,0.0464,0.0001,0.0371,0.026,0.0029,18.613,27.2747,0.8621,18.5357,27.707,0.6302,42.5566,52.4566,5.69,42.2481,52.2652,6.1504,0.0521,0.0593,0.0,0.0498,0.055,0.0
Cameron McEvoy 21.35 50 Freestyle Underwater.mp4,competition_freestyle,competition,freestyle,12.14,0.329,0.3,0.0,0.098,99.488,62.8906,6.63,113.16,64.5385,14.81,91.369,76.283,4.86,97.961,71.8909,1.77,55.244,26.6145,24.86,7.184,6.1758,1.72,152.138,49.2236,18.53,0.0076,0.0064,0.0006,16.574,14.5993,0.69,0.0044,0.0033,0.001,27.895,19.1861,1.17,21.323,19.4165,0.47,0.214,0.0619,0.1018,0.0423,0.0358,0.0121,0.0357,0.0164,0.0147,18.1528,9.0667,9.6725,18.0327,9.8971,7.9722,16.2606,8.8245,5.6701,16.3606,8.5346,5.8549,0.0688,0.0546,0.0,0.0711,0.0498,0.0
Cameron McEvoy： The Secrets Behind His ＂Splash and Dash＂ Speed.mp4,competition_freestyle,competition,freestyle,359.6,0.562,0.1071,0.403,0.803,121.2617,39.9416,0.46,125.2047,48.4482,1.18,21.5673,31.7359,0.22,38.9419,39.546,0.22,60.618,50.3332,1.56,21.764,13.6325,0.08,170.8164,25.7111,0.83,0.0267,0.0311,0.0,13.4133,15.504,0.02,0.0118,0.0161,0.0,31.552,28.4684,0.0,25.2108,29.3449,0.0,0.1737,0.1742,0.0001,0.2145,0.1488,0.0,0.1399,0.0585,0.0003,11.4496,69.8256,1.2817,10.0901,69.3563,0.4079,12.2995,74.3645,0.6328,11.0282,69.4697,0.5515,0.0571,0.1085,0.0,0.0575,0.1137,0.0
David Popovici - SLO MO Technique - 200m Freestyle - Semi Final - European Championships 2022.mp4,competition_freestyle,competition,freestyle,57.33,0.297,0.1413,0.667,0.239,118.6012,35.1052,10.08,124.7201,42.5731,6.53,65.2999,41.755,1.43,50.8046,46.2877,1.66,71.3433,51.9854,4.68,25.1552,29.3587,0.01,128.6691,64.7664,2.58,0.0289,0.0232,0.0004,49.5843,26.4808,1.72,0.0164,0.0123,0.0005,30.3689,26.7008,0.54,28.282,23.531,0.24,0.1519,0.0853,0.0056,0.0412,0.0384,0.0003,0.0421,0.0273,0.0037,33.0683,33.4036,6.0549,32.4965,33.7522,4.8971,22.6068,20.9365,0.8566,22.4221,21.0614,3.2884,0.0548,0.0334,0.0,0.0464,0.0355,0.0
Freestyle Swimming Technique ｜ Kick.mp4,competition_freestyle,competition,freestyle,78.8,0.533,0.1649,0.342,0.388,127.8871,45.3485,2.77,123.8776,48.2927,1.27,53.1865,42.6117,0.87,59.5388,51.0741,0.67,56.861,50.2204,1.5,54.1218,24.1263,0.98,138.962,44.5378,0.39,0.0783,0.0806,0.0,64.9991,23.9364,0.03,0.0481,0.0503,0.0002,34.5549,33.4867,0.38,30.9154,30.1146,0.04,0.0864,0.0842,0.0016,0.0616,0.0726,0.0003,0.0858,0.0784,0.003,17.2624,30.7558,-0.6826,17.2448,30.3253,-0.5428,14.716,20.2153,0.2214,14.8818,21.5489,-0.409,0.0738,0.0596,0.0,0.0781,0.0605,0.0
Freestyle Swimming Technique ｜ Stroke.mp4,competition_freestyle,competition,freestyle,130.6,0.482,0.115,0.341,0.545,129.7943,45.6785,4.21,130.4004,44.757,3.4,77.2718,58.9377,0.81,82.3362,51.7224,0.78,47.7122,47.8167,1.45,44.6602,25.255,0.1,140.6046,45.8837,0.95,0.0679,0.0829,0.0001,64.1181,21.6353,0.32,0.0395,0.0489,0.0,32.9472,31.4964,0.17,29.0646,29.7349,0.07,0.1185,0.1137,0.0,0.0576,0.0695,0.0,0.0747,0.0854,0.0011,23.8233,40.9055,-0.0793,23.7527,40.7799,-0.0543,20.4483,27.7901,0.3081,20.0663,28.0719,-0.4647,0.0661,0.0769,0.0,0.0642,0.0786,0.0
He has done it! Cameron McEvoy with the new World Record in the 50m Freestyle： 20.88 🇦🇺🔥.mp4,competition_freestyle,competition,freestyle,106.4,0.808,0.1635,0.372,0.681,104.7032,60.0268,0.53,114.3857,56.5752,1.19,50.8192,49.9842,0.25,64.5634,56.413,0.21,74.1174,52.7388,1.31,23.2674,23.2591,0.04,140.2221,57.8472,0.3,0.0399,0.0582,0.0,25.3892,25.172,0.12,0.0238,0.0296,0.0,42.581,43.6285,0.19,30.1034,37.7547,0.02,0.3537,0.3291,0.0011,0.1716,0.1947,0.0,0.1512,0.13,0.0002,18.1948,192.4882,0.1899,17.3454,187.5742,-0.3777,25.5491,207.4931,0.3443,24.987,202.7471,-0.2267,0.191,0.2101,0.0,0.209,0.2349,0.0
Josh Liendo Shatters 100m Butterfly World Record with 47.68! ｜ Swimming World Cup 2025.mp4,competition_freestyle,competition,freestyle,61.06,0.409,0.1557,0.319,0.317,112.1875,52.8109,2.7,113.6271,53.7842,4.07,58.9175,57.4295,1.13,54.486,53.5975,2.74,54.3115,47.5513,4.19,25.1477,21.2064,0.05,139.4522,56.991,1.07,0.0129,0.0123,0.0002,31.8157,27.8617,0.05,0.01,0.0102,0.0001,43.868,43.2209,0.12,24.3918,30.5941,0.35,0.1905,0.2274,0.0076,0.128,0.2564,0.0001,0.0655,0.0819,0.0025,26.3182,40.0156,1.7307,25.6482,39.9594,0.0662,37.1398,47.1907,0.5825,37.8924,48.782,0.7588,0.1452,0.1665,0.0,0.1488,0.1775,0.0
Record-setting men's 200 freestyle ｜ 2025 NCAA swimming championships.mp4,competition_freestyle,competition,freestyle,442.61,0.615,0.1139,0.418,0.651,124.2346,52.8951,0.46,123.4493,56.8943,0.7,30.4229,35.2223,0.28,30.5519,36.7956,0.22,75.0467,49.7998,0.87,20.3284,19.7842,0.03,157.3821,41.7242,0.32,0.0233,0.0253,0.0,19.4736,24.3871,0.01,0.0193,0.0167,0.0,33.3722,37.8756,0.03,16.4448,26.0238,0.01,0.1539,0.1818,0.0,0.1557,0.1241,0.0001,0.128,0.0757,0.0029,7.7896,13.2759,0.0919,6.938,13.5642,-0.6895,10.9617,17.3692,-0.1241,10.7211,17.372,-0.5044,0.0797,0.1009,0.0,0.0831,0.1074,0.0
Slow Motion 100M Freestyle Start.mp4,competition_freestyle,competition,freestyle,12.01,0.666,0.1522,0.0,0.63,144.6107,45.6959,4.76,128.8193,40.1262,6.34,16.0772,28.8774,0.46,21.2393,40.7143,3.16,94.7598,43.9337,5.65,11.0359,10.712,1.9,160.7693,27.5598,49.02,0.0127,0.0169,0.0001,12.0459,17.0581,0.04,0.0077,0.008,0.0001,30.27,28.9812,0.32,8.8226,16.6091,0.63,0.0661,0.0665,0.0014,0.0374,0.0192,0.0097,0.0703,0.0148,0.0169,5.1016,2.7362,3.4113,4.6497,2.776,2.7778,7.5641,8.796,1.5923,7.7889,8.9719,0.6972,0.0355,0.0474,0.0,0.0341,0.0395,0.0
The Speed is in Your HANDS.mp4,competition_freestyle,competition,freestyle,224.83,1.01,0.1606,0.526,0.899,132.7572,45.8063,0.77,134.6895,48.5401,0.71,76.0954,59.9229,0.45,82.0122,58.4659,0.41,59.0263,56.8879,1.05,36.2883,27.3308,0.01,146.3735,47.0372,0.17,0.0583,0.0581,0.0001,48.8068,33.3289,0.05,0.0321,0.0316,0.0,30.3741,34.8148,0.01,35.36,40.2236,0.01,0.1869,0.1925,0.0,0.1596,0.1685,0.0,0.1085,0.0766,0.0001,10.71,40.6243,0.5833,11.2722,70.4179,-0.2131,15.1544,133.0458,-0.2001,16.2527,163.228,-0.3763,0.0642,0.0863,0.0,0.0631,0.0883,0.0
They Changed The Rules To Make Him Slower.mp4,competition_freestyle,competition,freestyle,316.32,0.642,0.1198,0.398,0.66,112.8369,46.4778,0.38,111.094,54.0592,0.57,41.3445,51.6742,0.39,40.0447,49.5306,0.21,100.3737,45.6151,2.67,13.2026,20.8981,0.01,158.5071,40.1187,0.23,0.0258,0.0359,0.0,18.9587,25.9598,0.0,0.0205,0.02,0.0,36.2715,34.8185,0.01,11.9689,22.3135,0.02,0.2341,0.1937,0.0,0.1842,0.1253,0.0002,0.187,0.1016,0.0006,13.0614,49.9972,0.1177,12.3385,49.895,-1.0089,12.3397,36.0095,0.2222,12.2582,36.2825,0.3005,0.0705,0.1147,0.0,0.073,0.1182,0.0
You are 4 steps away from breathing like a pro swimmer!.mp4,competition_freestyle,competition,freestyle,267.77,0.654,0.1055,0.419,0.814,144.7034,49.0379,0.32,144.8951,49.3293,1.12,39.0913,55.2614,0.72,45.1355,58.451,0.37,86.6005,47.5161,1.15,17.9495,24.0881,0.02,157.4143,41.0233,0.64,0.0265,0.0401,0.0,23.1968,30.0374,0.0,0.0169,0.0211,0.0,33.9882,48.7593,0.0,16.3615,30.1161,0.0,0.1076,0.1651,0.0001,0.1849,0.1324,0.0,0.1556,0.0933,0.001,8.4598,21.0235,0.3058,7.7097,21.5897,0.0868,14.1147,32.4973,-0.4363,14.0731,33.1792,1.0211,0.0681,0.1412,0.0,0.0649,0.1394,0.0
caeleb dressel start SLOW MOTION - Spire Institute.mp4,start_technique,competition,technique,17.83,0.505,0.1481,0.0,0.5,150.6761,33.0543,6.49,151.4678,30.0011,48.36,119.8243,47.0216,18.15,117.5391,46.9694,18.84,8.1256,12.6631,2.56,28.6974,18.1502,0.48,115.5276,48.8473,25.82,0.0111,0.0114,0.0003,33.173,23.6537,1.25,0.011,0.0125,0.0001,10.6461,15.0948,0.29,8.2978,10.0547,0.12,0.154,0.1058,0.0049,0.0196,0.0152,0.0002,0.0195,0.0094,0.0063,32.8175,19.3409,2.0884,33.7611,19.5303,2.5398,32.9671,18.5826,6.6274,33.554,19.4901,5.7165,0.0417,0.0415,0.0,0.024,0.0379,0.0
How To Improve Your Starts in Swimming ft. Coach Jack Bauerle ｜ Olympians' Tips.mp4,start_technique,competition,technique,226.2,0.615,0.1208,0.339,0.767,121.2106,54.1072,1.45,113.3262,62.9941,1.51,49.7437,47.4568,0.54,48.9754,44.3615,0.43,65.8435,49.694,1.3,20.4954,20.5849,0.0,138.164,50.4026,1.04,0.0398,0.0435,0.0001,31.4438,30.2552,0.01,0.0235,0.0269,0.0001,28.1304,32.6121,0.0,15.9639,21.6062,0.03,0.2957,0.208,0.0003,0.1484,0.1776,0.0003,0.1517,0.1142,0.0015,7.973,15.142,0.875,7.4597,16.2354,0.2193,9.9124,26.7605,0.0245,9.4019,24.0095,0.0832,0.0997,0.1784,0.0,0.0998,0.1821,0.0
How to Start Like Caeleb Dressel (NOT Michael Phelps).mp4,start_technique,competition,technique,459.96,0.728,0.1148,0.42,0.791,131.8656,54.7185,0.63,136.5911,56.3506,0.49,57.0923,50.5995,0.26,57.9819,49.1862,0.45,72.7603,54.3643,1.09,20.288,22.098,0.0,142.9904,46.4154,0.63,0.0289,0.0237,0.0,28.4134,26.5343,0.02,0.0138,0.0145,0.0,28.7448,39.8286,0.01,24.6169,31.3977,0.0,0.2265,0.1975,0.0003,0.1321,0.1266,0.0002,0.0999,0.0639,0.0017,10.6721,19.2554,0.6134,10.0581,19.6563,0.0139,11.7103,19.7086,-0.318,11.472,19.3634,-0.1969,0.0564,0.0889,0.0,0.0575,0.0921,0.0
Swimming Start Slow-Motion.mp4,start_technique,competition,technique,13.0,0.462,0.0758,0.353,0.835,153.4408,38.2233,3.1,159.0077,29.5166,48.98,121.3658,39.7704,3.18,110.4718,44.2849,2.0,9.4042,6.9713,3.38,29.3929,21.5515,0.17,107.5486,55.8248,15.18,0.0077,0.0063,0.0002,41.3883,25.3076,1.33,0.0088,0.0062,0.0002,16.4911,24.2926,0.0,17.9442,35.0966,0.07,0.1618,0.0752,0.0094,0.0244,0.0259,0.001,0.0128,0.0065,0.0017,62.2586,36.3199,14.2757,62.5367,35.4963,14.8645,67.031,58.1301,14.6123,65.4555,58.3683,11.137,0.0165,0.019,0.0,0.0116,0.0164,0.0
The Swimming Start： How To Do it PERFECTLY..mp4,start_technique,competition,technique,387.5,0.668,0.1303,0.394,0.684,145.7585,41.7798,1.44,145.5278,42.5793,1.53,83.5309,56.5411,0.53,83.6929,56.7649,0.35,50.4498,48.524,1.24,28.2556,24.1308,0.01,108.4971,57.8826,0.69,0.0385,0.0398,0.0001,43.9208,28.6718,0.15,0.023,0.0233,0.0,22.486,29.7244,0.0,19.3863,26.0828,0.0,0.237,0.2035,0.0002,0.0967,0.1336,0.0,0.0809,0.0918,0.0009,16.185,28.7028,0.2824,15.99,28.6518,-0.3819,16.8692,26.2349,0.4146,16.7845,26.013,0.2013,0.0641,0.1203,0.0,0.0641,0.1071,0.0
1 Swim Smarter Freestyle： Perfect Streamline.mp4,streamline_underwater,competition,underwater,66.23,0.589,0.1368,0.35,0.448,168.9774,18.8207,3.79,161.6011,28.6328,7.76,161.2742,36.729,8.71,160.2243,37.5536,4.94,59.325,47.0392,3.97,10.983,21.5638,0.03,120.2248,61.819,0.78,0.0161,0.0154,0.0002,30.3566,25.6214,0.13,0.0106,0.0108,0.0004,10.9979,19.6517,0.01,9.1302,20.7449,0.0,0.6411,0.289,0.0002,0.0295,0.0572,0.0,0.0526,0.0362,0.005,16.0643,12.1685,3.4623,16.2711,12.1458,3.6395,8.115,13.8859,-0.7178,8.2262,13.9289,0.6091,0.048,0.0395,0.0,0.0509,0.0431,0.0
Dolphin Kicking 101： How To Master It!.mp4,streamline_underwater,competition,underwater,485.49,0.663,0.1366,0.296,0.754,143.044,38.8474,1.44,133.6395,47.3903,0.98,88.9788,68.4276,0.64,91.2329,67.4762,0.19,55.1917,53.2713,1.55,32.4727,24.1847,0.01,148.4576,40.097,0.81,0.0359,0.0382,0.0,46.817,31.9789,0.07,0.025,0.0249,0.0,34.0277,37.2457,0.02,24.4287,34.7589,0.02,0.0936,0.0938,0.0001,0.0692,0.0683,0.0001,0.0659,0.0469,0.0004,16.6966,42.0244,0.3737,16.1946,42.9344,-0.1058,18.4954,43.1379,0.0067,18.5157,42.1454,-0.0467,0.0657,0.0859,0.0,0.0641,0.088,0.0
How to Improve Your Streamline with This Simple Drill! ｜ Swim Technique.mp4,streamline_underwater,competition,underwater,260.05,0.719,0.1453,0.328,0.812,146.0498,35.0623,0.93,147.248,35.9072,5.48,79.1097,69.3578,0.88,81.9622,64.915,0.84,55.1379,53.4282,1.64,25.6469,22.6402,0.01,168.0949,16.4571,10.56,0.0283,0.0266,0.0,44.3158,36.3424,0.02,0.0209,0.0148,0.0,22.8949,26.6793,0.02,22.5447,33.9583,0.01,0.1123,0.1318,0.0004,0.1465,0.1397,0.0005,0.129,0.1192,0.0008,15.2617,39.8126,1.6441,14.3491,40.5316,0.8026,10.0558,23.4827,1.0476,9.9162,24.6586,1.1337,0.0397,0.1004,0.0,0.04,0.1002,0.0
How to Improve your Streamline! ｜ Swim Technique ｜ Freestyle.mp4,streamline_underwater,competition,underwater,196.86,0.655,0.1315,0.383,0.789,124.0769,54.1361,0.37,99.4149,67.3203,0.32,73.8631,52.967,1.11,72.2305,49.2005,0.93,50.4675,53.6237,2.12,38.6202,29.8806,0.01,164.1648,27.9475,1.75,0.0355,0.0256,0.0,42.1308,32.1432,0.2,0.0166,0.0131,0.0,51.584,52.947,0.1,25.2087,28.8089,0.01,0.2303,0.2513,0.0002,0.2132,0.234,0.0002,0.1318,0.1324,0.0003,15.2755,53.1153,1.1554,15.6864,54.8176,-0.2781,17.6535,51.0407,1.4437,17.5707,50.8051,1.3714,0.0624,0.1446,0.0,0.0624,0.1492,0.0
Learn the Streamline ＂Lock＂ Technique - Swimming 101.mp4,streamline_underwater,competition,underwater,62.67,0.798,0.1605,0.413,0.631,136.9551,45.2301,3.06,138.977,39.6867,4.5,94.4735,66.5159,0.6,94.5244,66.5837,1.62,55.477,49.122,1.1,38.2316,22.4394,0.22,132.6993,46.4852,0.54,0.0512,0.0397,0.0001,56.5365,26.9502,0.15,0.0334,0.0263,0.0,28.4349,30.5862,0.14,21.3373,32.3219,0.01,0.1718,0.1452,0.0008,0.0456,0.0573,0.0001,0.0629,0.0396,0.0027,17.339,34.0795,2.1687,17.2305,33.3139,1.9898,11.669,18.1528,0.5714,11.2479,17.6829,0.4717,0.0563,0.0497,0.0,0.0602,0.0477,0.0
Swimming technique Tuesday #4 - Streamline.mp4,streamline_underwater,competition,underwater,137.43,0.422,0.1111,0.285,0.579,138.5192,46.7387,6.49,137.3573,50.2513,0.73,119.0469,61.7693,1.04,114.1638,61.6096,0.74,52.0655,56.4429,1.12,31.7846,25.4497,0.15,139.9429,55.544,1.15,0.0452,0.0463,0.0,55.3792,32.0008,0.01,0.029,0.0296,0.0001,26.0768,30.5923,0.01,26.9803,34.5836,0.01,0.2227,0.2473,0.0005,0.0799,0.1346,0.0001,0.0793,0.0744,0.0009,17.97,49.433,0.3069,18.3136,49.094,-0.1567,20.9664,57.7592,0.6336,21.78,59.5612,0.7557,0.0901,0.1342,0.0,0.083,0.1307,0.0
3 Exercises for backstroke to breaststroke (Crossover) flip turn with underwater slow motion footage.mp4,turn_backstroke,competition,backstroke,169.13,0.568,0.1202,0.337,0.641,124.8194,56.3765,4.44,126.845,53.8391,1.96,62.4036,59.3322,0.26,66.7877,62.2112,0.25,60.6786,43.8575,2.18,29.2615,24.5538,0.03,155.1191,41.2265,3.65,0.0286,0.0395,0.0,33.4104,27.9917,0.02,0.0161,0.0247,0.0,39.2631,42.1603,0.02,33.7268,42.89,0.01,0.1341,0.1524,0.0001,0.0811,0.113,0.0,0.0635,0.0637,0.0026,17.6795,23.3169,-0.4624,18.2505,23.108,0.6251,19.0365,27.7661,1.134,19.343,27.6965,1.2272,0.0777,0.1027,0.0,0.0761,0.105,0.0
Fast Swimming Technique Back to Breast Turn.mp4,turn_backstroke,competition,backstroke,545.38,0.497,0.0802,0.402,0.826,125.454,50.1822,1.84,115.4566,52.6273,0.79,37.4989,45.8999,0.38,56.8509,59.1194,0.42,59.1909,45.7924,1.23,27.0666,20.9275,0.01,157.7509,36.9484,0.96,0.0356,0.055,0.0,35.6556,29.9086,0.01,0.02,0.0335,0.0,38.5352,39.6002,0.0,34.1359,46.9352,0.01,0.084,0.0734,0.0,0.0797,0.103,0.0,0.0683,0.0547,0.0011,16.3033,28.592,0.6463,15.952,28.5458,-2.8361,16.2048,28.9958,-0.4052,15.2401,29.3182,-1.0206,0.0285,0.0454,0.0,0.0286,0.0446,0.0
Great Backstroke Turn Advice.mp4,turn_backstroke,competition,backstroke,98.27,0.661,0.1207,0.384,0.68,132.5651,41.9917,9.29,137.0278,40.7556,2.49,58.8362,50.1172,0.86,73.8861,59.4033,0.91,37.0399,45.103,1.78,45.1076,24.1046,0.03,135.6898,46.7192,5.0,0.0298,0.0259,0.0,55.8339,24.4941,0.3,0.0193,0.0167,0.0001,30.6051,33.385,0.15,36.1,44.0081,0.3,0.0532,0.0454,0.0005,0.0568,0.0612,0.0001,0.0371,0.0264,0.0007,28.8207,60.9212,3.1068,27.9138,61.4024,1.612,27.0016,55.2536,1.135,27.8869,57.6274,1.2274,0.0443,0.038,0.0,0.0453,0.0377,0.0
How to do a backstroke flipturn. Improve your swimming technique.mp4,turn_backstroke,competition,backstroke,154.58,0.395,0.1343,0.362,0.461,117.727,45.9645,2.28,131.0809,47.4863,2.67,99.984,65.5665,0.84,83.3328,61.3008,0.26,68.0963,49.9439,2.21,35.5701,26.5665,0.07,152.0541,39.6476,0.72,0.0764,0.0671,0.0002,54.4644,25.3834,1.41,0.0301,0.0224,0.0001,39.5066,36.0706,0.03,41.1718,48.0735,0.27,0.4287,0.6349,0.0004,0.0421,0.0438,0.0001,0.1213,0.129,0.0015,12.9359,25.4855,0.6483,12.729,25.7818,-1.0096,13.6469,21.4154,0.1382,14.1639,21.685,-0.0554,0.0948,0.152,0.0,0.0971,0.157,0.0
Learn How to Swim Backstroke in 30 Seconds!.mp4,turn_backstroke,competition,backstroke,26.19,1.222,0.2093,0.446,0.721,90.7733,55.1797,4.01,122.3367,56.9522,1.64,89.9784,43.7358,2.14,70.7053,40.4891,3.42,23.4651,37.8338,1.59,44.214,12.5568,13.87,153.5119,43.1294,1.57,0.0912,0.0611,0.0004,73.5807,18.1887,4.11,0.0427,0.0285,0.0,74.8654,53.9978,1.52,42.1509,32.3585,0.11,0.0865,0.1105,0.0002,0.1218,0.1078,0.0002,0.0939,0.0603,0.0022,19.5859,37.4399,1.2961,18.065,33.7192,0.6411,17.863,33.893,0.3516,17.0914,36.6816,-0.5315,0.0453,0.0315,0.0,0.0551,0.0514,0.0
Flip turn tutorial for beginners.mp4,turn_flip,competition,flip,208.12,0.485,0.1138,0.261,0.654,132.4745,44.5222,1.27,126.6124,45.8416,1.37,78.6351,56.5938,0.56,78.5543,56.5138,0.83,43.1517,48.8525,1.0,37.5766,24.9374,0.17,127.6434,51.1172,0.63,0.0434,0.0471,0.0001,57.5404,27.8868,0.48,0.0255,0.0256,0.0,32.0074,34.2934,0.02,23.8713,26.9604,0.08,0.0964,0.0871,0.0005,0.0514,0.0615,0.0,0.0548,0.0478,0.0012,22.4339,37.344,0.1926,22.2949,37.8489,-3.2053,22.9228,40.6259,0.6206,22.6408,40.5407,-0.0297,0.0591,0.0628,0.0,0.0605,0.0648,0.0
Freestyle flip turn in 3 steps.mp4,turn_flip,competition,flip,199.79,0.701,0.1444,0.311,0.779,123.8002,48.0201,1.33,129.3876,45.6763,0.89,78.7892,56.9033,0.56,77.152,57.901,0.81,62.0605,54.0269,1.04,30.507,26.0427,0.05,136.346,46.1936,0.51,0.0501,0.0455,0.0001,48.4862,31.1749,0.06,0.0323,0.0268,0.0,33.7188,38.044,0.03,23.6101,28.7672,0.01,0.1848,0.2472,0.0,0.1229,0.1609,0.0,0.1036,0.0969,0.002,14.9089,28.2216,-0.1835,14.7012,28.3114,-0.1314,11.0804,22.625,-0.6996,11.0488,22.5767,0.3188,0.0904,0.1455,0.0,0.0917,0.1462,0.0
Freestyle Flip Turns For Complete Beginners ｜ Step by Step Tutorial.mp4,turn_flip,competition,flip,284.24,0.827,0.1552,0.358,0.844,135.4606,41.9645,0.85,108.2318,60.5319,0.57,41.38,42.3713,0.63,46.7117,45.4246,0.43,91.0797,47.327,1.91,19.4965,22.2637,0.0,140.0975,49.9799,0.81,0.0273,0.0254,0.0,26.1399,27.3571,0.02,0.0167,0.0151,0.0,50.3909,48.4249,0.01,22.0934,30.7836,0.0,0.0816,0.0631,0.0001,0.1354,0.1007,0.0,0.0966,0.0466,0.0016,10.7925,22.2887,2.6255,9.6954,22.6593,1.2039,10.2811,18.0144,0.5766,9.8272,17.457,0.0095,0.0545,0.0481,0.0,0.0555,0.0503,0.0
How To Do a Flip Turn In 5 Steps.mp4,turn_flip,competition,flip,483.61,0.633,0.1483,0.332,0.666,126.1539,47.4126,2.23,128.2185,45.3747,1.2,76.0142,56.9819,0.67,74.3872,56.3022,0.33,56.1778,51.4205,1.21,40.4947,25.1749,0.01,129.279,50.3785,0.6,0.0555,0.0488,0.0,59.2496,27.0263,0.0,0.035,0.0295,0.0,35.5459,34.5812,0.0,31.862,35.1612,0.01,0.0922,0.0923,0.0,0.0781,0.1143,0.0,0.0698,0.0516,0.0004,16.4653,39.5866,-3.8062,16.1626,39.267,-4.032,15.0419,41.8411,0.3848,15.0529,42.2276,-0.4754,0.075,0.0661,0.0,0.0751,0.0654,0.0
Breaststroke Swimming Turn.mp4,turn_touch,competition,touch,54.17,0.258,0.1304,0.387,0.192,122.3142,48.0515,0.8,132.6904,48.8681,3.68,77.7233,57.7675,1.37,79.2955,58.9898,2.0,86.5806,44.4879,4.7,30.5361,21.8362,0.14,140.9014,50.5082,1.92,0.0406,0.0269,0.0038,42.018,25.6084,4.21,0.023,0.0151,0.0002,30.4343,33.295,0.07,18.4149,23.2901,0.54,0.1215,0.0838,0.0025,0.0918,0.0928,0.0006,0.0784,0.0529,0.0049,10.4908,13.1641,1.062,10.0847,14.0605,0.4156,9.6363,11.8601,0.8543,9.5699,12.2241,0.4886,0.1079,0.0768,0.0,0.1113,0.079,0.0
Breaststroke Turn Advice.mp4,turn_touch,competition,touch,119.7,0.368,0.125,0.325,0.451,136.286,41.2116,2.91,137.456,40.0827,6.11,88.145,62.548,0.91,90.3056,61.6952,0.41,46.3552,58.1789,1.52,47.3709,24.9573,0.42,136.693,43.1941,2.73,0.0548,0.0526,0.0001,61.9065,25.097,0.13,0.0357,0.0336,0.0003,24.7497,29.2584,0.0,20.7044,27.6705,0.07,0.0815,0.0564,0.0009,0.0572,0.0719,0.0001,0.0618,0.0504,0.0021,17.6525,26.8639,0.3266,18.3297,26.7368,0.4672,19.5072,33.3967,1.0782,19.2712,32.9063,0.4462,0.061,0.058,0.0,0.0651,0.0626,0.0
Fast Swimming Technique Back to Breast Turn.mp4,turn_touch,competition,touch,545.38,0.497,0.0802,0.402,0.826,125.454,50.1822,1.84,115.4566,52.6273,0.79,37.4989,45.8999,0.38,56.8509,59.1194,0.42,59.1909,45.7924,1.23,27.0666,20.9275,0.01,157.7509,36.9484,0.96,0.0356,0.055,0.0,35.6556,29.9086,0.01,0.02,0.0335,0.0,38.5352,39.6002,0.0,34.1359,46.9352,0.01,0.084,0.0734,0.0,0.0797,0.103,0.0,0.0683,0.0547,0.0011,16.3033,28.592,0.6463,15.952,28.5458,-2.8361,16.2048,28.9958,-0.4052,15.2401,29.3182,-1.0206,0.0285,0.0454,0.0,0.0286,0.0446,0.0
